size,fft_time,qi_time,speedup,energy_conservation,unitarity_error
100,7e-06,2.6e-05,0.26923075887574005,0.0,16.687780877467667
500,2.02e-05,6.81e-05,0.29662260944753877,0.0,37.8062413850676
1000,1.86e-05,5.24e-05,0.35496182528698805,7.105427357601002e-15,53.57111060548583
