# N RFT_error FFT_error
8 2.152322e-16 1.766680e-16
16 1.779611e-16 1.386152e-16
32 2.984292e-16 2.620599e-16
64 2.725411e-16 2.498199e-16
128 3.343536e-16 2.981913e-16
256 3.054910e-16 2.668044e-16
512 3.622672e-16 3.514428e-16
1024 3.489127e-16 3.150495e-16
